index	Ward	Labor Force	Employment	Unemployment	Rate	Month/year
24	8	"25,855"	"21,428"	"4,427"	17.1	Dec-03
25	8	"26,346"	"21,501"	"4,845"	18.4	Jan-04
26	8	"26,645"	"21,780"	"4,865"	18.3	Feb-04
27	8	"26,995"	"21,719"	"5,277"	19.5	Mar-04
28	8	"26,533"	"21,789"	"4,744"	17.9	Apr-04
29	8	"26,480"	"21,604"	"4,876"	18.4	May-04
30	8	"27,371"	"21,898"	"5,473"	20	Jun-04
31	8	"28,169"	"22,198 "	"5,971"	21.2	Jul-04
32	8	"27,227"	"22,150 "	"5,076"	18.6	Aug-04
33	8	"26,981"	"21,963 "	"5,018"	18.6	Sep-04
34	8	"27,300"	"22,074"	"5,226"	19.1	Oct-04
35	8	"27,394"	"22,061"	"5,333"	19.5	Nov-04
36	8	"27,590"	"22,120"	"5,470"	19.8	Dec-04
37	8	"27,067"	"22,204"	"4,862"	18	Jan-05
38	8	"27,765"	"22,431"	"5,334"	19.2	Feb-05
39	8	"27,404"	"22,497"	"4,906"	17.9	Mar-05
40	8	"27,035"	"22,639"	"4,396"	16.3	Apr-05
41	8	"27,332"	"22,406"	"4,926"	18	May-05
42	8	"27,682"	"22,765"	"4,917"	17.8	Jun-05
43	8	"27,869"	"23,309 "	"4,561"	16.4	Jul-05
44	8	"27,431"	"23,069 "	"4,362"	15.9	Aug-05
45	8	"26,926"	"22,751 "	"4,176"	15.5	Sep-05
46	8	"26,903"	"22,739"	"4,163"	15.5	Oct-05
47	8	"26,860"	"22,636"	"4,224"	15.7	Nov-05
48	8	"26,898"	"22,721"	"4,176"	15.5	Dec-05
49	8	"26,604"	"22,633"	"3,971"	14.9	Jan-06
50	8	"26,903"	"22,816"	"4,087"	15.2	Feb-06
51	8	"26,749"	"22,785"	"3,964"	14.8	Mar-06
52	8	"26,517"	"22,725"	"3,791"	14.3	Apr-06
53	8	"26,946"	"22,840"	"4,106"	15.2	May-06
54	8	"27,636"	"23,367"	"4,269"	15.4	Jun-06
55	8	"28,187"	"23,568 "	"4,619"	16.4	Jul-06
56	8	"27,550"	"23,243 "	"4,307"	15.6	Aug-06
57	8	"27,070"	"22,985 "	"4,085"	15.1	Sep-06
58	8	"27,127"	"23,363"	"3,764"	13.9	Oct-06
59	8	"27,149"	"23,264"	"3,885"	14.3	Nov-06
60	8	"27,384"	"23,298"	"4,086"	14.9	Dec-06
61	8	"27,150"	"22,937"	"4,212"	15.5	Jan-07
62	8	"27,135"	"23,208"	"3,927"	14.5	Feb-07
63	8	"27,011"	"23,301"	"3,710"	13.7	Mar-07
64	8	"26,864"	"23,341"	"3,523"	13.1	Apr-07
65	8	"26,965"	"23,233"	"3,732"	13.8	May-07
66	8	"27,459"	"23,322"	"4,137"	15.1	Jun-07
67	8	"28,000"	"23,742 "	"4,259"	15.2	Jul-07
68	8	"27,438"	"23,479 "	"3,959"	14.4	Aug-07
69	8	"27,464"	"23,369 "	"4,096"	14.9	Sep-07
70	8	"27,324"	"23,541"	"3,783"	13.8	Oct-07
71	8	"27,628"	"23,633"	"3,995"	14.5	Nov-07
72	8	"27,515"	"23,548"	"3,967"	14.4	Dec-07
73	8	"27,949"	"23,404"	"4,545"	16.3	Jan-08
74	8	"27,576"	"23,643"	"3,933"	14.3	Feb-08
75	8	"28,087"	"23,713"	"4,374"	15.6	Mar-08
76	8	"27,468"	"23,852"	"3,616"	13.2	Apr-08
77	8	"28,196"	"23,682"	"4,513"	16	May-08
78	8	"28,712"	"23,856"	"4,855"	16.9	Jun-08
79	8	"29,523"	"24,304 "	"5,219"	17.7	Jul-08
80	8	"29,219"	"24,086 "	"5,134"	17.6	Aug-08
81	8	"28,871"	"23,724 "	"5,147"	17.8	Sep-08
82	8	"28,768"	"23,515"	"5,253"	18.3	Oct-08
83	8	"29,011"	"23,336"	"5,675"	19.6	Nov-08
84	8	"29,102"	"23,166"	"5,935"	20.4	Dec-08
85	8	"29,493"	"23,093"	"6,400"	21.7	Jan-09
86	8	"29,800"	"23,134"	"6,666"	22.4	Feb-09
87	8	"29,247"	"22,945"	"6,303"	21.5	Mar-09
88	8	"28,921"	"22,865"	"6,056"	20.9	Apr-09
89	8	"29,854"	"22,818"	"7,036"	23.6	May-09
90	8	"30,771"	"23,070"	"7,701"	25	Jun-09
91	8	"30,815"	"23,591 "	"7,224"	23.4	Jul-09
92	8	"30,585"	"23,036 "	"7,549"	24.7	Aug-09
93	8	"30,445"	"22,744 "	"7,701"	25.3	Sep-09
94	8	"30,746"	"22,793"	"7,954"	25.9	Oct-09
95	8	"30,589"	"22,956"	"7,633"	25	Nov-09
96	8	"30,708"	"22,924"	"7,784"	25.3	Dec-09
97	8	"27,116"	"20,687"	"6,429"	23.7	Jan-10
98	8	"27,066"	"20,805"	"6,261"	23.1	Feb-10
99	8	"27,018"	"20,953"	"6,065"	22.4	Mar-10
100	8	"26,826"	"21,260"	"5,566"	20.7	Apr-10
101	8	"27,092"	"21,346"	"5,746"	21.2	May-10
102	8	"27,828"	"21,581"	"6,247"	22.4	Jun-10
103	8	"28,067"	"21,812 "	"6,255"	22.3	Jul-10
104	8	"27,236"	"21,208 "	"6,028"	22.1	Aug-10
105	8	"27,138"	"21,132 "	"6,006"	22.1	Sep-10
106	8	"27,200"	"21,182"	"6,018"	22.1	Oct-10
107	8	"27,264"	"21,201"	"6,063"	22.2	Nov-10
108	8	"27,161"	"21,201"	"5,960"	21.9	Dec-10
109	8	"27,649"	"21,216"	"6,433"	23.3	Jan-11
110	8	"27,901"	"21,380"	"6,521"	23.4	Feb-11
111	8	"27,753"	"21,278"	"6,475"	23.3	Mar-11
112	8	"27,552"	"21,314"	"6,238"	22.6	Apr-11
113	8	"27,632"	"21,092"	"6,540"	23.7	May-11
114	8	"28,459"	"21,322"	"7,137"	25.1	Jun-11
115	8	"28,741"	"21,619 "	"7,122"	24.8	Jul-11
116	8	"28,136"	"21,285 "	"6,851"	24.3	Aug-11
117	8	"27,975"	"21,232 "	"6,743"	24.1	Sep-11
118	8	"27,843"	"21,251"	"6,592"	23.7	
119	8	"27,798"	"21,316"	"6,482"	23.3	Nov-11
120	8	"27,725"	"21,409"	"6,316"	22.8	Dec-11
121	8	"28,075"	"21,465"	"6,610"	23.5	Jan-12
122	8	"28,303"	"21,745"	"6,558"	23.2	Feb-12
123	8	"28,104"	"21,888"	"6,216"	22.1	Mar-12
124	8	"27,787"	"22,072"	"5,715"	20.6	Apr-12
125	8	"27,995"	"22,222"	"5,773"	20.6	May-12
126	8	"28,880"	"22,616"	"6,264"	21.7	Jun-12
127	8	"29,144"	"22,905 "	"6,239"	21.4	Jul-12
128	8	"28,795"	"22,640 "	"6,155"	21.4	Aug-12
129	8	"28,785"	"22,687 "	"6,098"	21.2	Sep-12
130	8	"29,035"	"22,989"	"6,046"	20.8	Oct-12
131	8	"29,070"	"23,069"	"6,001"	20.6	Nov-12
132	8	"29,031"	"23,063"	"5,968"	20.6	Dec-12
133	8	"27,973"	"22,967"	"5,006"	17.9	Jan-13
134	8	"28,169"	"23,124"	"5,045"	17.9	Feb-13
135	8	"27,733"	"23,083"	"4,650"	16.8	Mar-13
136	8	"27,693"	"23,197"	"4,496"	16.2	Apr-13
137	8	"27,630"	"23,078"	"4,552"	16.5	May-13
138	8	"28,069"	"23,219"	"4,850"	17.3	Jun-13
139	8	"28,485"	"23,420"	"5,065"	17.8	Jul-13
140	8	"28,049"	"22,973"	"5,076"	18.1	Aug-13
141	8	"27,828"	"22,894"	"4,934"	17.7	Sep-13
142	8	"27,938"	"22,974"	"4,964"	17.8	Oct-13
143	8	"27,976"	"23,173"	"4,803"	17.2	Nov-13
144	8	"27,841"	"23,196"	"4,645"	16.7	Dec-13
145	8	"27,580"	"23,014"	"4,566"	16.6	Jan-14
146	8	"27,714"	"23,145"	"4,569"	16.5	Feb-14
147	8	"27,509"	"23,145"	"4,364"	15.9	Mar-14
148	8	"27,516"	"23,287"	"4,229"	15.4	Apr-14
149	8	"27,516"	"23,317"	"4,199"	15.3	May-14
150	8	"28,322"	"23,630"	"4,692"	16.6	Jun-14
151	8	"28,914"	"23,872"	"5,042"	17.4	Jul-14
152	8	"28,417"	"23,536"	"4,881"	17.2	Aug-14
153	8	"28,428"	"23,679"	"4,749"	16.7	Sep-14
154	8	"28,821"	"23,929"	"4,892"	17	Oct-14
155	8	"28,770"	"23,941"	"4,829"	16.8	Nov-14
156	8	"28,551"	"23,906"	"4,645"	16.3	Dec-14
157	8	"28,529"	"23,926"	"4,603"	16.1	Jan-15
158	8	"28,542"	"24,066"	"4,476"	15.7	Feb-15
159	8	"28,128"	"24,060"	"4,068"	14.5	Mar-15
160	8	"27,913"	"24,187"	"3,726"	13.3	Apr-15
161	8	"27,746"	"24,120"	"3,626"	13.1	May-15
162	8	"28,521"	"24,405"	"4,116"	14.4	Jun-15
163	8	"29,205"	"24,749"	"4,456"	15.3	Jul-15
164	8	"28,707"	"24,385"	"4,322"	15.1	Aug-15
165	8	"28,466"	"24,335"	"4,131"	14.5	Sep-15
166	8	"28,828"	"24,597"	"4,231"	14.7	Oct-15
167	8	"28,778"	"24,628"	"4,150"	14.4	Nov-15
168	8	"28,724"	"24,677"	"4,047"	14.1	Dec-15
169	8	"28,665"	"24,602"	"4,063"	14.2	Jan-16
170	8	"28,765"	"24,802"	"3,963"	13.8	Feb-16
171	8	"28,621"	"24,870"	"3,751"	13.1	Mar-16
172	8	"28,372"	"25,023"	"3,349"	11.8	Apr-16
173	8	"28,179"	"24,864"	"3,315"	11.8	May-16
174	8	"28,777"	"24,997"	"3,780"	13.1	Jun-16
175	8	"29,229"	"25,167"	"4,062"	13.9	Jul-16
176	8	"28,626"	"24,767"	"3,859"	13.5	Aug-16
177	8	"28,446"	"24,803"	"3,643"	12.8	Sep-16
178	8	"28,805"	"25,106"	"3,699"	12.8	Oct-16
179	8	"28,767"	"25,160"	"3,607"	12.5	Nov-16
180	8	"28,631"	"25,105"	"3,526"	12.3	Dec-16
181	8	"29,005"	"25,253"	"3,752"	12.9	Jan-17
182	8	"28,983"	"25,361"	"3,622"	12.5	Feb-17
183	8	"28,779"	"25,323"	"3,456"	12	Mar-17
184	8	"28,795"	"25,450"	"3,345"	11.6	Apr-17
185	8	"28,890"	"25,597"	"3,293"	11.4	May-17
186	8	"29,568"	"25,633"	"3,935"	13.3	Jun-17
